ObjectID,Title,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,URL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
33287,Katherine Anne Porter,[909],1942,Pencil on paper,"12 x 9 1/2"" (30.6 x 24 cm)",Gift of Monroe Wheeler,21.196,Drawing,Drawings & Prints,1960-04-06,Y,http://www.moma.org/collection/works/33287,,,,30.5,,,24.1,,
5534,Keeps London Going,[3716],1932,Offset lithograph,"39 5/8 x 24 1/4"" (100.6 x 61.6 cm)",Gift of Bernard Davis,178.195,Design,Architecture & Design,1950-04-24,Y,http://www.moma.org/collection/works/5534,,,,100.6,,,61.6,,
140446,Keyboard Dances,[36944],1963,Ink on paper,"sheet: 2 1/4 × 9 1/8"" (5.7 × 23.2 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2132.2008.56,Drawing,Drawings & Prints,2008-10-08,N,,,,,5.71501143,,,23.17754636,,
17000,"Khudozhestvennoe oformlenie massovykh prazdnestv v Leningrade, 1918-1931","[12945, 23315, 11947, 23473, 24378, 325, 23756, 23503, 23504, 24145, 24146, 24147, 24148, 24149, 24150, 24151, 24153, 24409, 23390, 3834]",1932,"48 photomechanical reproductions, 30 of works in various mediums by various artists (2 by Sarra-Lebedeva; 1 each by Akishin, Alt'man, Branott-Rossiné, Boguslavskaia, Buryshkin, Dobuzhinskii, Duplitskii, Kozlinskii, Kustodiev, Lebedev, Matiushin, Petrov-Vodkin, Raevskaia, Lev Rudnev, Shterenberg, Trotskii, and unknown artist, 4 by Izoram, 3 by The October Brigade, 2 by The Decorative Arts Institute, 2 by Proletkul't), and 18 of photographs by anonymous photographers","page: 5 13/16 x 4 1/8"" (14.8 x 10.4 cm)",Gift of The Judith Rothschild Foundation,425.2001.1-49,Illustrated Book,Drawings & Prints,2001-01-24,N,,,,,14.8,,,10.4,,
22391,Khuligan Esenin,[12501],1926,,"Page: 7 x 5 1/16"" (17.8 x 12.9 cm)",Gift of The Judith Rothschild Foundation,742.2001,Illustrated Book,Drawings & Prints,2001-01-24,N,,,,,17.8,,,12.9,,
49802,"Kimono, Shinjuku, Tokyo",[2793],1964,Gelatin silver print,"13 × 8 7/8""  (33.0 × 22.4 cm)",Gift of the artist,270.1977,Photograph,Photography,1977-06-09,Y,http://www.moma.org/collection/works/49802,,,,33,,,22.4,,
199281,Knoll International Graphic Program: Furniture and Textiles,"[7442, 6155]",1971,Lithograph,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of the designer,377.2004.18,Design,Architecture & Design,2004-04-22,Y,http://www.moma.org/collection/works/199281,,,,29.8451,,,20.955,,
48555,"Koporna, Yucatán Peninsula, Mexico","[2224, 1473]",1996,Chromogenic color print,"14 1/16 × 17 15/16"" (35.7 × 45.7 cm)",E.T. Harmax Foundation Fund,209.1999.x1-x2,Photograph,Photography,1999-06-10,Y,http://www.moma.org/collection/works/48555,,,,35.7,,,45.7,,
299204,KRUI=KLUI N° 180 from Alphabet Bété,[30876],1991,"Colored pencil, pencil, and ballpoint pen on board","3 7/8 × 5 7/8"" (9.8 × 14.9 cm)",CAAC - The Pigozzi Collection. Gift of Jean Pigozzi,104.2019.185,Drawing,Drawings & Prints,2019-04-04,Y,http://www.moma.org/collection/works/299204,,,,,,,,,
41182,La monnaie. Quai Conti,[229],1921,Albumen silver print,"Approx. 8 11/16 × 6 9/16"" (22 × 16.7 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.3071,Photograph,Photography,1968-03-06,Y,http://www.moma.org/collection/works/41182,,,,,,,,,
119577,Laisse Tomber,[710],2001,"Drypoint, with hand additions","plate: 8 7/16 x 10 13/16"" (21.5 x 27.5 cm); sheet: 11 1/4 x 16 1/4"" (28.5 x 41.3 cm)",Gift of the artist,1549.2008,Print,Drawings & Prints,2008-10-08,Y,http://www.moma.org/collection/works/119577,,,,21.5,,,27.5,,
49545,Lake Michigan,[924],1953,Gelatin silver print,"7 9/16 × 9 9/16""  (19.2 × 24.3 cm)",Gift of the artist,251.1977,Photograph,Photography,1977-06-09,Y,http://www.moma.org/collection/works/49545,,,,19.2,,,24.3,,
105955,L'Amico Intimo di Polidor,[-1],1913,2 sheet/1 piece,"55 x 39 1/4"" (139.7 x 99.7 cm)",Purchase,1091.2005,Work on Paper,Film,2005-07-01,N,,,,,139.7003,,,99.6952,,
185050,Landscape Panoramas,[1533],1971,Chromogenic color print,"9 1/2 × 12"" (24.1 × 30.5 cm)",Anonymous gift,221.2014.67,Photograph,Photography,2014-05-08,N,,,,,21.7487935,,,28.41630683,,
24959,"L'AVANGUARDIA INTERNAZIONALE, Volume 4/L'AVANT-GARDE INTERNATIONALE, Volume 4/THE INTERNATIONAL AVANT-GARDE, Volume 4","[2177, 6541, 915, 1563, 3740, 1578, 5823, 960, 1859, 4677, 838, 5193, 2766, 4302, 2000, 4560, 5972, 24409, 5735, 4340, 6135]",1962,"15 etchings (some with soft ground etching, aquatint, and/or drypoint), 2 soft ground etchings (1 with aquatint), 1 drypoint, and 1 collotype, printed in black; and 1 linoleum cut, printed in color","page  11 13/16 x 9 7/16"" (30 x 24 cm)
Prints:  various dimensions.",Gift of Peter H. Deitsch,803.1963.1-20,Illustrated Book,Drawings & Prints,1964-01-07,N,,,,,30,,,24,,
10133,Le Calligraphe,[420],1959,Illustrated book with 7 lithographs,,Gift of Robert T. Buck,29.1998,Illustrated Book,Drawings & Prints,1998-03-05,Y,http://www.moma.org/collection/works/10133,,,,,,,,,
60775,"Le Lit, Gros Édredon, Bleu",[710],1997,Aquatint,"plate: 19 13/16 x 26 7/8"" (50.4 x 68.3 cm); sheet: 24 x 30 7/8"" (61 x 78.5 cm)",Gift of the artist,42.1998,Print,Drawings & Prints,1998-03-05,Y,http://www.moma.org/collection/works/60775,,,,50.4,,,68.3,,
29282,Le Manuscrit Trouvé dans un Chapeau,[4609],1919,Illustrated book with 38 line block reproductions after pen and ink drawings,"page (irreg.): 10 1/4 x 7 7/8"" (26 x 20 cm)",The Louis E. Stern Collection,958.1964,Illustrated Book,Drawings & Prints,1964-10-06,Y,http://www.moma.org/collection/works/29282,,,,26,,,20,,
40389,LE REMOULEUR. RUE DES NONNAINS D'HYÈRES,[229],1911,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.2358,Photograph,Photography,1968-03-06,N,,,,,,,,,,
17389,"Leg (b) (plate, folio 8 verso) from Foirades/Fizzles",[2923],1975,"Etching and aquatint from an illustrated book with thirty aquatints (twenty-one with etching, two with drypoint, one with screenprint), three etchings (two with drypoint), and one lithograph","plate: 10 1/4 × 5 7/16"" (26 × 13.8 cm); page: 13 × 9 13/16"" (33 × 25 cm)",Gift of Celeste and Armand Bartos (in perpetuity),454.1978.9,Illustrated Book,Drawings & Prints,1978-05-22,Y,http://www.moma.org/collection/works/17389,,,,26,,,13.8,,
69448,Leo from The Leo Castelli 90th Birthday Portfolio,[5349],1998,"Etching and aquatint from a portfolio of four screenprints (one with hot stamping), three etchings (one with aquatint), one offset lithograph, and one lithograph","composition (irreg.): 24 15/16 × 28 15/16"" (63.3 × 73.5 cm); sheet: 27 1/16 × 37 1/16"" (68.7 × 94.1 cm)",Gift of Jean-Christophe Castelli,458.1999.9,Print,Drawings & Prints,1999-11-18,Y,http://www.moma.org/collection/works/69448,,,,63.3,,,73.5,,
158423,"Les arbustes, 1946 (in-text plate, page 39) from Fautrier l'enragé",[1815],1949,"Woodcut from an illustrated book with twenty etchings (twelve with aquatint, one with heliogravure, and one with heliogravure and aquatint), one heliogravure, two zincographs, one woodcut, one aquatint wrapper, and eight reproductions","composition (irreg.): 5 3/8 x 9 5/8"" (13.7 x 24.5 cm); page: 19 11/16 x 14 15/16"" (50 x 38 cm)
",Monroe Wheeler Fund,280.2011.16,Illustrated Book,Drawings & Prints,2011-05-16,Y,http://www.moma.org/collection/works/158423,,,,13.7,,,24.5,,
63050,Les Mollusques,[710],1948,"Etching, with hand additions","plate: 6 15/16 x 5 3/8"" (17.6 x 13.6 cm); sheet: 9 7/8 x 6 5/8"" (25 x 16.8 cm)",Gift of the artist,154.1990.1,Print,Drawings & Prints,1990-05-02,Y,http://www.moma.org/collection/works/63050,,,,17.6,,,13.6,,
67548,"L'Estampe Moderne, Number 12","[1800, 24409, 6685, 6686, 6687]",1898,Portfolio with four lithographs,,Gift of Mr. and Mrs. E. Powis Jones,354.1958.1-4,Print,Drawings & Prints,1958-12-19,N,,,,,,,,,,
60374,Let's Have a Talk from 10: Artist as Catalyst,[7017],1992,One from a portfolio of ten screenprints,"composition: 20 1/2 × 14 3/16"" (52 × 36 cm); sheet: 26 × 26"" (66 × 66 cm)",Gift of Agnes Gund,26.1993.7,Print,Drawings & Prints,1993-01-18,Y,http://www.moma.org/collection/works/60374,,,,52,,,36,,
67524,Letter P (Buchstabe P) from the illustrated book in portfolio form The ABCs (Das ABC),[1243],1916,Lithograph,"composition (irreg.): 11 7/16 x 9"" (29.1 x 22.8 cm); sheet: 20 x 15 1/4"" (50.8 x 38.8 cm)",Gift of J.B. Neumann,353.1956,Print,Drawings & Prints,1956-10-25,Y,http://www.moma.org/collection/works/67524,,,,29.1,,,22.8,,
31705,"L'Homme au chapeau (Man with a Hat) (plate, page, 3) from Du Cubisme (On Cubism)",[4609],1914,"Etching from an illustrated book with seven etchings (two with engraving, one with drypoint, one with both), three drypoints, two aquatint and engravings, and a supplementary suite of twenty-two plates","plate: 2 11/16 × 2 1/4"" (6.9 × 5.7 cm); page (each): 9 13/16 × 8 1/16"" (25 × 20.5 cm)",The Louis E. Stern Collection,1102.1964.A01,Illustrated Book,Drawings & Prints,1964-10-06,Y,http://www.moma.org/collection/works/31705,,,,6.9,,,5.7,,
96322,"Lines (2/4) Radius: 299""",[3048],1982,Pencil on paper,"36 x 36"" (91.4 x 91.4 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2041.2005.2,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/96322,,,,91.4402,,,91.4402,,
150716,Lips,[710],2009,Drypoint and engraving,"plate: 8 1/2 × 10 15/16"" (21.6 × 27.8 cm); sheet: 13 11/16 × 15 3/4"" (34.8 × 40 cm)",Gift of the artist,1608.2012,Print,Drawings & Prints,2012-10-03,Y,http://www.moma.org/collection/works/150716,,,,21.6,,,27.8,,
6757,London Transport poster,[23390],1900,Poster,,Gift of G. E. Kidder Smith,376.1943,Design,Architecture & Design,1943-05-12,N,,,,,,,,,,
6843,London Transport poster,[23390],1900,Poster,,Gift of G. E. Kidder Smith,397.1943,Design,Architecture & Design,1943-05-12,N,,,,,,,,,,
89093,Longchamps,"[26273, 26521, 26522]",1912,Gelatin silver print,"6 × 4 5/16"" (15.2 × 11 cm)
",Purchase,327.2003,Photograph,Photography,2003-10-09,Y,http://www.moma.org/collection/works/89093,,,,15.2,,,11,,
65200,Looking at Her Sidewise,[710],1990,Photogravure,"plate: 7 3/16 x 3 1/4"" (18.2 x 8.2 cm); sheet: 10 x 7 1/16"" (25 x 17.9 cm)",Gift of the artist,248.1992,Print,Drawings & Prints,1992-05-20,Y,http://www.moma.org/collection/works/65200,,,,18.2,,,8.2,,
69940,Lot's Wife,[1974],1971,Lithograph on two sheets,"composition (.a, irreg.): 37 9/16 × 27 3/8"" (95.4 × 69.6 cm); composition (.b, irreg.): 43 1/4 × 27 3/4"" (109.8 × 70.5 cm); sheet (.a, irreg.): 41 15/16 × 36 5/8"" (106.5 × 93 cm); sheet (.b, irreg.): 50 3/16 × 36 5/8"" (127.4 × 93 cm)",Gift of Celeste Bartos,484.1971.a-c,Print,Drawings & Prints,1971-10-07,Y,http://www.moma.org/collection/works/69940,,,,95.4,,,69.6,,
106833,Lounge Chair without Arms (Elevation sketch),[7166],1926,Pencil on tracing paper,"9 3/8 x 14 3/16"" (23.8 x 36 cm)","Mies van der Rohe Archive, gift of the architect",1003.1974,Mies van der Rohe Archive,Architecture & Design,1974-11-06,Y,http://www.moma.org/collection/works/106833,,,,23.81254763,,,36.03632207,,
65034,Lovers,[4185],1996,Mezzotint and monotype,"plate: 19 7/16 × 19 9/16"" (49.4 × 49.7 cm); sheet: 28 3/4 × 26 9/16"" (73 × 67.5 cm)",Gift of Emily Fisher Landau,240.1996,Print,Drawings & Prints,1996-05-21,Y,http://www.moma.org/collection/works/65034,,,,49.4,,,49.7,,
37073,Lower Manhattan: Sunset,[2433],1979,Watercolor and pencil on paper,"25 1/2 x 49 1/4"" (64.7 x 125.3 cm)",Gift of Lily Auchincloss,471.198,Drawing,Drawings & Prints,1980-05-13,Y,http://www.moma.org/collection/works/37073,,,,64.8,,,125.1,,
17203,Luchizm,"[3389, 2229]",1913,Illustrated book,"Page: 5 13/16 x 4 5/8"" (14.7 x 11.8 cm)",Gift of The Judith Rothschild Foundation,436.2001,Illustrated Book,Drawings & Prints,2001-01-24,N,,,,,14.7,,,11.8,,
66072,LUNCH from the portfolio ETC,[4831],1967,,"irreg composition  9 3/4 x 5 9/16"" (24.7 x 14.1 cm)",,287.1968.14,Print,Drawings & Prints,1968-04-23,N,,,,,24.7,,,14.1,,
184939,"Lutheon House (Casa en El Amarillo), Caracas, Venezuela",[46384],1975,Pencil and ink on paper,,Gift of the architect,675.2014.1,Architecture,Architecture & Design,2014-10-06,N,,,,,0,,,0,,
184949,"Lutheon House (Casa en El Amarillo), Caracas, Venezuela",[46384],1975,Gelatin silver print,"8 × 10"" (20.3 × 25.4 cm)",Gift of the architect,734.2014.5,Architecture,Architecture & Design,2014-10-06,Y,http://www.moma.org/collection/works/184949,,,,20.32004064,,,25.4000508,,
31352,"LYCORIS AND GALLUS (double page headpiece, pages 112 and 113) from LES BUCOLIQUES",[6165],1953,,"irreg. composition  7 15/16 x 19 5/16"" (20.1 x 49 cm)",The Louis E. Stern Collection,1081.1964.23,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,20.1,,,49,,
89045,Mabou,[1973],1991,Gelatin silver print,"16 1/4 × 21 11/16"" (41.3 × 55.1 cm)
","Gift of the artist, by exchange",285.2003,Photograph,Photography,2003-10-09,N,,,,,41.3,,,55.1,,
22589,"Madame Sobakévitch, plate XXXIII (supplementary suite) from Les Âmes mortes",[1055],1923,Etching and drypoint,"plate: 11 x 8 1/2"" (28 x 21.6cm)",The Louis E. Stern Collection,749.1964.C33,Illustrated Book,Drawings & Prints,1964-10-06,Y,http://www.moma.org/collection/works/22589,,,,28,,,21.6,,
130443,"Main Street of County Seat, Alabama",[1777],1936,Gelatin silver print,"7 11/16 × 9 1/2"" (19.5 × 24.2 cm)",Purchase,401.2015,Photograph,Photography,2015-05-28,Y,http://www.moma.org/collection/works/130443,,,,19.5,,,24.2,,
43087,MAISON RUE FRANÇOIS MIRON,[229],1899,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.4788,Photograph,Photography,1968-03-06,N,,,,,,,,,,
34664,Man with Spectacles,[5053],1917,Watercolor and crayon on paper,"11 3/4 x 6 1/2"" (29.8 x 16.5 cm)",Gift of Abby Aldrich Rockefeller,140.1935,Drawing,Drawings & Prints,1935-06-13,Y,http://www.moma.org/collection/works/34664,,,,29.8,,,16.5,,
92844,Manchu Toilet,[5863],1874,Collotype,"18 9/16 × 13 3/8"" (47.2 × 34 cm)
4 1/2 × 4 3/4"" (11.5 × 12 cm)","Gift of Warner Communications, Inc.",53.1981.201,Photograph,Photography,1981-02-26,N,,,,,47.2,,,34,,
131121,Manhole,[1379],1969,Gelatin silver print,"5 15/16 × 8 15/16"" (15.2 × 22.8 cm)",Gift of the artist,364.1972.1,Photograph,Photography,1972-11-21,N,,,,,15.2,,,22.8,,
3407,Mauser Stahlrohrmöbel,[769],1930,Paper,,Gift of Mrs. Constance Breuer,355.1985,Design,Architecture & Design,1985-11-18,N,,,,,,,,,,
61830,Measuring Stick Palm Tree (Zollstockpalme) from The Palm Tree Series (Palmenserie) from .....Higher Beings Ordain (.....Höhere Wesen befehlen),"[43193, 4671]",1966,One from a portfolio of 14 photolithographs,"plate: 8 3/4 x 6 5/16"" (22.2 x 16.1 cm); sheet: 11 7/16 x 8 3/16"" (29 x 20.8 cm)",Gift of the Associates of the Department of Prints and Illustrated Books,103.1998.1,Print,Drawings & Prints,1998-03-05,Y,http://www.moma.org/collection/works/61830,,,,22.2,,,16.1,,
138341,Mechanical,[21398],,,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4354,(not assigned),Fluxus Collection,2008-10-08,N,,,0,,0,,,0,,
97416,Medizinfabrik,[28813],2003,"Colored pencil and pencil on paper
","23 1/4 x 16 1/2"" (59.1 x 41.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3115.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/97416,,,,59.05511811,,,41.91008382,,
86496,Melancholy Girl,[25190],2001,Charcoal on transparentized paper,"46 5/8 x 42 1/4"" (118.4 x 107.3 cm)",Purchase,315.2002,Drawing,Drawings & Prints,2002-10-15,Y,http://www.moma.org/collection/works/86496,,,,118.4277,,,107.3152,,
193948,Member of Hitler's SS Bodyguard,[5145],1940,Gelatin silver print,"10 3/16 × 7 3/8"" (25.8 × 18.7 cm)",Acquired through the generosity of the family of August Sander,472.2015.316,Photograph,Photography,2015-05-28,Y,http://www.moma.org/collection/works/193948,,,,,,,,,
274493,"Mieko Shiomi's Disappearing Music for Face, performed by Mieko Shiomi and Alison Knowles during Perpetual Fluxus Festival, Washington Square Gallery, New York, October 30, 1964","[5403, 37006, 36471]",1964,Gelatin silver print,"sheet: 4 3/16 × 6 9/16"" (10.6 × 16.6 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,3740.2008.D02,Photograph,Drawings & Prints,2008-10-08,N,,,,,10.6,,,16.6,,
177869,Miles Davis,[2002],1983,Dye transfer print,"11 1/16 × 10 13/16"" (28.1 × 27.5 cm)",Gift of Susan and Peter MacGill in honor of Gayle Greenhill,1222.2013.6,Photograph,Photography,2014-02-20,N,,,0,,44.5,,,36.5,,
60884,"Mink, Frontal, with Elaborate Coiffure (Mink von vorn mit grosser Frisur)",[429],1913,Drypoint,"plate: 6 5/8 x 5 1/4"" (16.9 x 13.4 cm); sheet (irreg.): 16 1/4 x 9 13/16"" (41.2 x 25 cm)",Gift of Victor S. Riesenfeld,48.1955,Print,Drawings & Prints,1955-04-06,Y,http://www.moma.org/collection/works/60884,,,,16.9,,,13.4,,
177043,"Mirror Performance, New York","[38024, 3315, 8247]",1968,Gelatin silver print,"9 3/16 × 7 11/16"" (23.4 × 19.5 cm)",Gift of the Roy Lichtenstein Foundation in memory of Harry Shunk and János Kender,1016.2013.27,Photograph,Photography,2013-10-24,Y,http://www.moma.org/collection/works/177043,,,,23.4,,,19.5,,
118113,Montag (Monday) from Guide,[7547],2004,One from a portfolio of five screenprints,"composition and sheet: 46 3/4 x 33 1/16"" (118.7 x 84 cm)",Donald B. Marron Fund,294.2008.5,Print,Drawings & Prints,2008-03-12,Y,http://www.moma.org/collection/works/118113,,,,118.7,,,84,,
217572,"Monument to the Ilinden Uprising, Kruševo, Macedonia (Competition entry: perspective, 1972)","[67440, 75110]",1970,Ink and charcoal on paper,"27 15/16 × 39 9/16"" (71 × 100.5 cm)",Gift of the Grabul Family Archive,809.2018,Architecture,Architecture & Design,2018-10-15,N,,,0,,71,,,100.5,,
117840,"Monument to the November Revolution, Berlin-Lichtenberg, Germany, View from the front,",[7166],1926,Gelatin silver print,"6 1/2 × 8 7/8"" (16.5 × 22.5 cm)","Mies van der Rohe Archive, gift of the architect
",MMA12565,Mies van der Rohe Archive,Architecture & Design - Image Archive,,N,,,,,16.51003302,,,22.54254509,,
106346,MR20 Chair (Perspective sketch),[7166],1930,Pencil on paper,"11 1/4 x 8 7/8"" (28.6 x 22.5 cm)","Mies van der Rohe Archive, gift of the architect",618.1974,Mies van der Rohe Archive,Architecture & Design,1974-11-06,Y,http://www.moma.org/collection/works/106346,,,,28.5751,,,22.5425,,
7427,Musée de l'Élysée,[2901],1986,Offset lithograph,"50 1/2 x 36"" ( 127.5 x  90 cm)","Gift of The Lauder Foundation, Leonard and Evelyn Lauder Fund",531.199,Design,Architecture & Design,1990-10-24,Y,http://www.moma.org/collection/works/7427,,,,127.5,,,90,,
54044,My mother kept a detailed baby book for each of her five children,[3926],1984,Gelatin silver print,"sheet  14 × 10 7/8"" (35.5 × 27.6 cm)",Acquired through the generosity of the Joel W. Solomon Estate,476.1984.31,Photograph,Photography,1984-12-05,Y,http://www.moma.org/collection/works/54044,,,,35.5,,,27.6,,
30659,"MY SWEET HOMELAND, WHAT HAS BECOME OF YOU?, plate XLIV (folio 139) from MISERERE",[5053],1927,"Lift ground aquatint and drypoint with roulette over photogravure, printed in black","plate  16 1/2 x 23 7/16"" (42 x 59.5 cm)",The Louis E. Stern Collection,1047.1964.44,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,42,,,59.5,,
198396,Nachrichten für Lufthahrer letterhead,[6014],1920,Letterpress,"11 5/8 × 8 1/4"" (29.5 × 21 cm)","Elaine Lustig Cohen Collection, gift of Lawrence Benenson and the Committee on Architecture and Design Funds",1202.2015,Design,Architecture & Design,2015-10-19,Y,http://www.moma.org/collection/works/198396,,,,29.52755906,,,20.95504191,,
120711,Nation,[32286],1992,"Video (color, sound)",1 min.,"Gift of the Jerome Foundation in honor of its founder, Jerome Hill",1677.2000.2,Video,Media and Performance,2000-10-15,Y,http://www.moma.org/collection/works/120711,,,,,,,,,60
